Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Infeksi_saluran_kemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Infeksi_saluran_kemih,ketidaknyamanan_kandung_kemih,bau_busuk_dari_urin,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Infeksi_saluran_kemih,rasa_terbakar_saat_berkemih,ketidaknyamanan_kandung_kemih,perasaan_terus_menerus_dari_air_seni,,,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Psoriasis,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,radang_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Psoriasis,ruam_kulit,nyeri_sendi,pengelupasan_kulit,debu_seperti_perak,penyok_kecil_di_kuku,radang_kuku,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Impetigo,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,,
Impetigo,ruam_kulit,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,,
Impetigo,ruam_kulit,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,kerak_kuning,,,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,,,,,,,,,,,,,
Impetigo,ruam_kulit,demam_tinggi,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,
Impetigo,ruam_kulit,melepuh,luka_merah_di_sekitar_hidung,kerak_kuning,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Infeksi_jamur,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,,,,,,,,,,,,,,
Infeksi_jamur,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,bercak_diskromik,,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,,,,,,,,,,,,,,
Infeksi_jamur,gatal,ruam_kulit,letusan_kulit_nodal,bercak_diskromik,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
Alergi,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,kedinginan,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,,,,,,,,,,,,,,
Alergi,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,kedinginan,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,mata_berair,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,,,,,,,,,,,,,,
Alergi,bersin_terus_menerus,menggigil,kedinginan,mata_berair,,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,
GERD,sakit_perut,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,muntah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,muntah,batuk,,,,,,,,,,,,
GERD,asam_lambung,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,sariawan_di_lidah,muntah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,muntah,batuk,nyeri_dada,,,,,,,,,,,,
GERD,sakit_perut,asam_lambung,sariawan_di_lidah,batuk,nyeri_dada,,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Kolestasis_kronis,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,mata_menguning,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Kolestasis_kronis,gatal,muntah,kulit_kekuningan,mual,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,mata_menguning,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,
Reaksi_Obat,gatal,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,,,,,,,,,,,,,
Reaksi_Obat,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,sakit_perut,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,rasa_terbakar_saat_berkemih,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,bercak_buang_air_kecil,,,,,,,,,,,,,
Reaksi_Obat,gatal,ruam_kulit,sakit_perut,rasa_terbakar_saat_berkemih,,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,keluarnya_gas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,gatal_internal,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
Penyakit_ulkus_peptikum,muntah,gangguan_pencernaan,kehilangan_nafsu_makan,nyeri_perut_bagian_atas,keluarnya_gas,gatal_internal,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
AIDS,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,,
AIDS,pengecilan_otot,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,hubungan_di_luar_nikah,,,,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,,,,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,
AIDS,bercak_di_tenggorokan,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,,
AIDS,pengecilan_otot,demam_tinggi,hubungan_di_luar_nikah,,,,,,,,,,,,,,
AIDS,pengecilan_otot,bercak_di_tenggorokan,demam_tinggi,,,,,,,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,
Diabetes,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,penglihatan_kabur_dan_terdistorsi,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,obesitas,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,nafsu_makan_meningkat,poliuria,,,,,,,,
Diabetes,kelelahan,penurunan_berat_badan,kegelisahan,kelesuan,kadar_gula_tidak_teratur,penglihatan_kabur_dan_terdistorsi,obesitas,nafsu_makan_meningkat,poliuria,,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Gastroenteritis,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,,
Gastroenteritis,muntah,dehidrasi,diare,,,,,,,,,,,,,,
Gastroenteritis,muntah,mata_cekung,diare,,,,,,,,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,,,,,,,,,,,,,,
Gastroenteritis,muntah,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,
Gastroenteritis,mata_cekung,dehidrasi,diare,,,,,,,,,,,,,,
Gastroenteritis,muntah,dehidrasi,diare,,,,,,,,,,,,,,
Gastroenteritis,muntah,mata_cekung,diare,,,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Asma_Bronkial,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,,,,,,,,,,,,
Asma_Bronkial,kelelahan,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,
Asma_Bronkial,batuk,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Asma_Bronkial,kelelahan,demam_tinggi,sesak_napas,riwayat_keluarga,dahak_berlendir,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Hipertensi,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,
Hipertensi,nyeri_dada,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,pusing,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Hipertensi,sakit_kepala,nyeri_dada,kehilangan_keseimbangan,kurangnya_konsentrasi,,,,,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,
Migrain,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,leher_kaku,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,depresi,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,mudah_tersinggung,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,gangguan_visual,,,,,,,,,
Migrain,asam_lambung,gangguan_pencernaan,sakit_kepala,penglihatan_kabur_dan_terdistorsi,rasa_lapar_yang_berlebihan,leher_kaku,depresi,mudah_tersinggung,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Spondilosis_serviks,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,kehilangan_keseimbangan,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,
Spondilosis_serviks,kelemahan_pada_tungkai,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Spondilosis_serviks,sakit_punggung,sakit_leher,pusing,kehilangan_keseimbangan,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,perubahan_sensorium,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),sakit_kepala,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,kelemahan_pada_salah_satu_sisi_tubuh,perubahan_sensorium,,,,,,,,,,,,,,
Kelumpuhan_(pendarahan_otak),muntah,sakit_kepala,perubahan_sensorium,,,,,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,
Penyakit_kuning,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,kulit_kekuningan,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,urin_berwarna_gelap,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,nyeri_perut_bagian_atas,,,,,,,,,,
Penyakit_kuning,gatal,muntah,kelelahan,penurunan_berat_badan,demam_tinggi,kulit_kekuningan,urin_berwarna_gelap,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,
Malaria,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,demam_tinggi,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,berkeringat,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,sakit_kepala,mual,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,mual,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,diare,nyeri_otot,,,,,,,,,,
Malaria,kedinginan,muntah,demam_tinggi,berkeringat,sakit_kepala,mual,nyeri_otot,,,,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,
Cacar_air,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,kehilangan_nafsu_makan,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,demam_ringan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,kelenjar_getah_bening_membengkak,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Cacar_air,gatal,ruam_kulit,kelelahan,kelesuan,demam_tinggi,sakit_kepala,kehilangan_nafsu_makan,demam_ringan,malaise,bintik-bintik_merah_di_seluruh_tubuh,,,,,,,
Demam_berdarah,ruam_kulit,kedinginan,nyeri_sendi,muntah,kelelahan,demam_tinggi,sakit_kepala,mual,kehilangan_nafsu_makan,nyeri_di_belakang_mata,sakit_punggung,nyeri_otot,bintik-bintik_merah_di_seluruh_tubuh,,,,
